draw,tbb,28,5,0.26,3.74,0.88
draw,tbb,28,5,0.06,1.01,0.24
draw,tbb,28,6,0.06,0.98,0.19
draw,tbb,28,6,0.07,1.23,0.23
draw,tbb,28,6,0.08,1.13,0.22
draw,tbb,28,7,0.09,1.34,0.22
draw,tbb,28,7,0.09,1.26,0.21
draw,tbb,28,7,0.07,1.24,0.20
draw,tbb,28,8,0.13,1.47,0.23
draw,tbb,28,8,0.10,1.45,0.22
draw,tbb,28,8,0.09,1.43,0.21
limits,pthread,28,1,0.00,1.88,1.89
limits,pthread,28,1,0.00,1.83,1.84
limits,pthread,28,1,0.00,1.69,1.69
limits,pthread,28,2,0.00,0.47,0.23
limits,pthread,28,2,0.00,0.37,0.19
limits,pthread,28,2,0.00,0.36,0.18
limits,pthread,28,3,0.00,0.52,0.17
limits,pthread,28,3,0.00,0.59,0.19
limits,pthread,28,3,0.00,0.54,0.18
limits,pthread,28,4,0.00,0.79,0.20
limits,pthread,28,4,0.00,0.82,0.20
limits,pthread,28,4,0.00,0.77,0.19
limits,pthread,28,5,0.00,1.03,0.23
limits,pthread,28,5,0.00,0.88,0.19
limits,pthread,28,5,0.00,0.92,0.20
limits,pthread,28,6,0.00,1.26,0.22
limits,pthread,28,6,0.00,1.14,0.20
limits,pthread,28,6,0.00,1.25,0.22
limits,pthread,28,7,0.00,1.51,0.22
limits,pthread,28,7,0.00,1.22,0.19
limits,pthread,28,7,0.00,1.51,0.22
limits,pthread,28,8,0.00,1.56,0.21
limits,pthread,28,8,0.00,1.48,0.21
limits,pthread,28,8,0.00,1.44,0.21
limits,tbb,28,1,0.00,0.20,0.20
limits,tbb,28,1,0.00,0.23,0.23
limits,tbb,28,1,0.00,0.25,0.25
limits,tbb,28,2,0.00,0.45,0.23
limits,tbb,28,2,0.00,0.44,0.22
limits,tbb,28,2,0.00,0.46,0.23
limits,tbb,28,3,0.00,0.71,0.24
limits,tbb,28,3,0.00,1.90,0.63
limits,tbb,28,3,0.00,1.89,0.63
limits,tbb,28,4,0.00,2.05,0.51
limits,tbb,28,4,0.00,2.04,0.51
limits,tbb,28,4,0.00,2.05,0.51
limits,tbb,28,5,0.00,2.08,0.42
limits,tbb,28,5,0.00,2.05,0.41
limits,tbb,28,5,0.00,2.15,0.43
limits,tbb,28,6,0.00,2.16,0.36
limits,tbb,28,6,0.00,2.15,0.36
limits,tbb,28,6,0.00,2.16,0.36
limits,tbb,28,7,0.00,2.24,0.32
limits,tbb,28,7,0.00,2.24,0.32
limits,tbb,28,7,0.00,2.26,0.32
limits,tbb,28,8,0.00,2.31,0.29
limits,tbb,28,8,0.00,2.30,0.29
limits,tbb,28,8,0.00,2.30,0.29
draw,pthread,28,1,0.42,5.26,5.78
draw,pthread,28,1,0.42,5.27,5.78
draw,pthread,28,1,0.45,5.28,5.82
draw,pthread,28,2,0.46,5.59,3.23
draw,pthread,28,2,0.45,5.35,3.10
draw,pthread,28,2,0.47,5.30,3.09
draw,pthread,28,3,0.46,5.53,2.35
draw,pthread,28,3,0.43,5.57,2.35
draw,pthread,28,3,0.42,5.68,2.40
draw,pthread,28,4,0.26,4.06,1.22
draw,pthread,28,4,0.23,4.03,1.21
draw,pthread,28,4,0.24,4.08,1.21
draw,pthread,28,5,0.24,4.27,1.15
draw,pthread,28,5,0.24,4.30,1.14
draw,pthread,28,5,0.21,4.32,1.15
draw,pthread,28,6,0.23,4.73,1.04
draw,pthread,28,6,0.23,4.72,1.02
draw,pthread,28,6,0.27,4.63,1.02
draw,pthread,28,7,0.13,2.52,0.46
draw,pthread,28,7,0.13,2.56,0.47
draw,pthread,28,7,0.15,2.54,0.46
draw,pthread,28,8,0.14,2.69,0.42
draw,pthread,28,8,0.13,2.68,0.42
draw,pthread,28,8,0.16,2.63,0.42
draw,tbb,28,1,0.37,5.11,5.58
draw,tbb,28,1,0.39,5.14,5.68
draw,tbb,28,1,0.38,5.20,5.67
draw,tbb,28,2,0.43,5.19,2.96
draw,tbb,28,2,0.41,5.20,2.95
draw,tbb,28,2,0.43,5.19,2.96
draw,tbb,28,3,0.41,5.40,2.08
draw,tbb,28,3,0.39,5.34,2.05
draw,tbb,28,3,0.40,5.26,2.03
draw,tbb,28,4,0.42,5.52,1.64
draw,tbb,28,4,0.41,5.45,1.62
draw,tbb,28,4,0.42,5.38,1.60
draw,tbb,28,5,0.47,6.55,1.65
draw,tbb,28,5,0.50,6.52,1.64
draw,tbb,28,5,0.52,6.57,1.65
draw,tbb,28,6,0.53,7.19,1.51
draw,tbb,28,6,0.51,7.33,1.50
draw,tbb,28,6,0.58,7.34,1.51
draw,tbb,28,7,0.57,7.98,1.42
draw,tbb,28,7,0.57,8.02,1.43
draw,tbb,28,7,0.58,8.09,1.43
draw,tbb,28,8,0.57,8.57,1.31
draw,tbb,28,8,0.58,8.48,1.32
draw,tbb,28,8,0.56,8.51,1.30
limits,pthread,28,1,0.00,1.78,1.78
limits,pthread,28,1,0.00,1.73,1.73
limits,pthread,28,1,0.00,1.80,1.80
limits,pthread,28,2,0.00,1.78,0.92
limits,pthread,28,2,0.00,1.77,0.88
limits,pthread,28,2,0.00,1.81,0.94
limits,pthread,28,3,0.00,1.87,0.64
limits,pthread,28,3,0.00,1.83,0.63
limits,pthread,28,3,0.00,1.81,0.61
limits,pthread,28,4,0.00,1.87,0.47
limits,pthread,28,4,0.00,1.95,0.52
limits,pthread,28,4,0.00,1.95,0.54
limits,pthread,28,5,0.00,2.04,0.46
limits,pthread,28,5,0.00,2.03,0.46
limits,pthread,28,5,0.00,2.02,0.45
limits,pthread,28,6,0.00,2.16,0.39
limits,pthread,28,6,0.00,2.15,0.39
limits,pthread,28,6,0.00,2.15,0.39
limits,pthread,28,7,0.00,2.22,0.34
limits,pthread,28,7,0.00,2.24,0.34
limits,pthread,28,7,0.00,2.21,0.35
limits,pthread,28,8,0.00,2.30,0.32
limits,pthread,28,8,0.00,2.27,0.31
limits,pthread,28,8,0.00,2.28,0.32
limits,tbb,28,1,0.00,1.80,1.80
limits,tbb,28,1,0.00,1.80,1.80
limits,tbb,28,1,0.00,1.80,1.80
limits,tbb,28,2,0.00,1.77,0.89
limits,tbb,28,2,0.00,1.81,0.90
limits,tbb,28,2,0.00,1.77,0.89
limits,tbb,28,3,0.00,1.84,0.61
limits,tbb,28,3,0.00,1.90,0.63
limits,tbb,28,3,0.00,1.83,0.61
limits,tbb,28,4,0.00,2.06,0.52
limits,tbb,28,4,0.00,1.96,0.49
limits,tbb,28,4,0.00,1.98,0.49
limits,tbb,28,5,0.00,2.03,0.40
limits,tbb,28,5,0.00,2.04,0.41
limits,tbb,28,5,0.00,2.03,0.40
limits,tbb,28,6,0.01,2.14,0.36
limits,tbb,28,6,0.00,2.14,0.36
limits,tbb,28,6,0.00,2.16,0.36
limits,tbb,28,7,0.00,2.23,0.32
limits,tbb,28,7,0.00,2.28,0.33
limits,tbb,28,7,0.01,2.25,0.32
limits,tbb,28,8,0.00,2.32,0.29
limits,tbb,28,8,0.01,2.34,0.29
limits,tbb,28,8,0.01,2.33,0.29
draw,serial,28,1,0.38,5.21,5.70
draw,serial,28,1,0.39,5.22,5.70
draw,serial,28,1,0.41,5.18,5.68
limits,serial,28,1,0.00,1.87,1.88
limits,serial,28,1,0.00,1.81,1.81
limits,serial,28,1,0.00,1.81,1.81
draw,pthread,28,1,0.45,5.26,5.83
draw,pthread,28,1,0.44,5.32,5.85
draw,pthread,28,1,0.43,5.23,5.76
draw,pthread,28,2,0.48,5.46,3.19
draw,pthread,28,2,0.47,5.48,3.21
draw,pthread,28,2,0.48,5.41,3.15
draw,pthread,28,3,0.48,5.55,2.78
draw,pthread,28,3,0.46,5.56,2.30
draw,pthread,28,3,0.50,5.49,2.31
draw,pthread,28,4,0.51,6.16,2.07
draw,pthread,28,4,0.52,5.85,1.94
draw,pthread,28,4,0.54,6.36,2.19
draw,pthread,28,5,0.48,6.67,2.00
draw,pthread,28,5,0.45,6.50,1.92
draw,pthread,28,5,0.53,6.80,2.04
draw,pthread,28,6,0.58,7.24,1.72
draw,pthread,28,6,0.55,7.38,1.79
draw,pthread,28,6,0.53,7.26,1.72
draw,pthread,28,7,0.54,7.69,1.52
draw,pthread,28,7,0.57,7.84,1.56
draw,pthread,28,7,0.57,7.77,1.58
draw,pthread,28,8,0.56,8.19,1.46
draw,pthread,28,8,0.56,8.23,1.47
draw,pthread,28,8,0.60,8.34,1.46
draw,tbb,28,1,0.40,5.04,5.55
draw,tbb,28,1,0.40,5.04,5.53
draw,tbb,28,1,0.39,5.07,5.55
draw,tbb,28,2,0.44,5.23,2.99
draw,tbb,28,2,0.42,5.24,2.97
draw,tbb,28,2,0.41,5.27,2.98
draw,tbb,28,3,0.43,5.46,2.14
draw,tbb,28,3,0.46,5.29,2.09
draw,tbb,28,3,0.42,5.42,2.10
draw,tbb,28,4,0.45,5.48,1.65
draw,tbb,28,4,0.41,5.56,1.65
draw,tbb,28,4,0.41,5.31,1.58
draw,tbb,28,5,0.46,6.17,1.50
draw,tbb,28,5,0.46,6.17,1.49
draw,tbb,28,5,0.47,6.18,1.50
draw,tbb,28,6,0.53,6.86,1.45
draw,tbb,28,6,0.53,7.06,1.45
draw,tbb,28,6,0.51,6.98,1.42
draw,tbb,28,7,0.55,7.61,1.35
draw,tbb,28,7,0.56,7.61,1.36
draw,tbb,28,7,0.56,7.81,1.38
draw,tbb,28,8,0.60,8.25,1.31
draw,tbb,28,8,0.57,8.35,1.31
draw,tbb,28,8,0.56,8.34,1.31
limits,pthread,28,1,0.00,1.86,1.87
limits,pthread,28,1,0.00,1.81,1.82
limits,pthread,28,1,0.00,1.81,1.82
limits,pthread,28,2,0.00,1.89,0.98
limits,pthread,28,2,0.00,1.85,0.94
limits,pthread,28,2,0.00,1.81,0.91
limits,pthread,28,3,0.00,1.96,0.67
limits,pthread,28,3,0.00,1.96,0.67
limits,pthread,28,3,0.00,1.88,0.64
limits,pthread,28,4,0.00,1.91,0.48
limits,pthread,28,4,0.00,1.92,0.49
limits,pthread,28,4,0.00,1.91,0.48
limits,pthread,28,5,0.00,2.06,0.46
limits,pthread,28,5,0.00,2.06,0.46
limits,pthread,28,5,0.00,2.05,0.46
limits,pthread,28,6,0.00,2.15,0.39
limits,pthread,28,6,0.00,2.15,0.39
limits,pthread,28,6,0.00,2.15,0.38
limits,pthread,28,7,0.00,2.23,0.34
limits,pthread,28,7,0.00,2.23,0.33
limits,pthread,28,7,0.00,2.23,0.33
limits,pthread,28,8,0.00,2.28,0.31
limits,pthread,28,8,0.00,2.29,0.31
limits,pthread,28,8,0.00,2.26,0.31
limits,tbb,28,1,0.00,1.81,1.81
limits,tbb,28,1,0.00,1.88,1.88
limits,tbb,28,1,0.00,1.88,1.88
limits,tbb,28,2,0.00,1.81,0.91
limits,tbb,28,2,0.00,1.86,0.93
limits,tbb,28,2,0.00,1.82,0.91
limits,tbb,28,3,0.00,1.92,0.64
limits,tbb,28,3,0.00,1.86,0.62
limits,tbb,28,3,0.00,1.89,0.63
limits,tbb,28,4,0.00,2.05,0.51
limits,tbb,28,4,0.00,1.91,0.48
limits,tbb,28,4,0.00,2.02,0.51
limits,tbb,28,5,0.00,2.16,0.43
limits,tbb,28,5,0.00,2.07,0.41
limits,tbb,28,5,0.00,2.17,0.44
limits,tbb,28,6,0.00,2.15,0.36
limits,tbb,28,6,0.00,2.19,0.37
limits,tbb,28,6,0.01,2.15,0.36
limits,tbb,28,7,0.01,2.23,0.32
limits,tbb,28,7,0.01,2.23,0.32
limits,tbb,28,7,0.00,2.24,0.32
limits,tbb,28,8,0.00,2.30,0.29
limits,tbb,28,8,0.00,2.30,0.29
limits,tbb,28,8,0.00,2.30,0.29
